PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,87056,Tumori maligni,46,27
2009-2017,87056,"Tumori maligni delle labbra, cavità orale e faringe",1,3
2009-2017,87056,Tumori maligni dello stomaco,3,0
2009-2017,87056,Tumori maligni del colon,11,4
2009-2017,87056,Tumori maligni del retto e dell'ano,2,0
2009-2017,87056,Tumori maligni del fegato e dei dotti biliari intraepatici,2,1
2009-2017,87056,Tumori maligni del pancreas,2,1
2009-2017,87056,Tumori maligni della laringe e della trachea/bronchi/polm.,12,4
2009-2017,87056,Tumori maligni della cute,1,1
2009-2017,87056,Tumori maligni del seno,0,2
2009-2017,87056,Tumori maligni di altre parti dell'utero,0,2
2009-2017,87056,Tumori maligni della prostata,5,0
2009-2017,87056,Tumori maligni della vescica,1,2
2009-2017,87056,Tumori maligni del tessuto linfatico/ematopoietico,3,3
2009-2017,87056,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,87056,"Malattie endocrine, nutrizionali e metaboliche",6,4
2009-2017,87056,Diabete mellito,6,3
2009-2017,87056,Malattie del sistema nervoso e degli organi di senso,7,10
2009-2017,87056,Malattie del sistema circolatorio,79,73
2009-2017,87056,Malattie ischemiche del cuore,15,8
2009-2017,87056,Altre malattie del cuore,11,12
2009-2017,87056,Malattie cerebrovascolari,29,29
2009-2017,87056,Malattie del sistema respiratorio,16,13
2009-2017,87056,Polmonite,2,3
2009-2017,87056,Malattie croniche delle basse vie respiratorie,11,9
2009-2017,87056,Asma,1,0
2009-2017,87056,Malattie dell'apparato digerente,14,9
2009-2017,87056,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,87056,Malattie epatiche croniche,6,4
2009-2017,87056,Malattie del sistema genitourinario,3,2
2009-2017,87056,Malattie del rene e dell'uretere,3,2
2009-2017,87056,Alcune condizioni che hanno origine nel periodo perinatale,0,2
2009-2017,87056,Malformazioni congenite e anormalità cromosomiche,0,2
2009-2017,87056,Malformazioni congenite del sistema nervoso,0,2
2009-2017,87056,"Sintomi, segni, risultati anomali e cause mal definite",1,3
2009-2017,87056,Cause esterne di traumatismo e avvelenamento,7,4
2009-2017,87056,Accidenti,5,4
2009-2017,87056,Accidenti di trasporto,5,2
2009-2017,87056,Cadute accidentali,0,1
2009-2017,87056,Avvelenamento accidentale,0,1
2009-2017,87056,Suicidio e autolesione intenzionale,1,0
2009-2017,87057,Tumore,37,16
2009-2017,87057,Tumori maligni,37,16
2009-2017,87057,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,87057,Tumori maligni dell'esofago,1,0
2009-2017,87057,Tumori maligni dello stomaco,5,0
2009-2017,87057,Tumori maligni del colon,2,6
2009-2017,87057,Tumori maligni del retto e dell'ano,1,1
2009-2017,87057,Tumori maligni del fegato e dei dotti biliari intraepatici,2,0
2009-2017,87057,Tumori maligni del pancreas,3,0
2009-2017,87057,Tumori maligni della laringe e della trachea/bronchi/polm.,10,3
2009-2017,87057,Tumori maligni del seno,0,1
2009-2017,87057,Tumori maligni di altre parti dell'utero,0,1
2009-2017,87057,Tumori maligni della prostata,3,0
2009-2017,87057,Tumori maligni del rene,0,1
2009-2017,87057,Tumori maligni della vescica,1,0
2009-2017,87057,Tumori maligni del tessuto linfatico/ematopoietico,0,2
2009-2017,87057,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,1
2009-2017,87057,"Malattie endocrine, nutrizionali e metaboliche",2,4
2009-2017,87057,Diabete mellito,1,2
2009-2017,87057,Malattie del sistema nervoso e degli organi di senso,1,3
2009-2017,87057,Malattie del sistema circolatorio,47,43
2009-2017,87057,Malattie ischemiche del cuore,17,8
2009-2017,87057,Altre malattie del cuore,12,10
2009-2017,87057,Malattie cerebrovascolari,11,9
2009-2017,87057,Malattie del sistema respiratorio,6,0
2009-2017,87057,Malattie croniche delle basse vie respiratorie,5,0
2009-2017,87057,Malattie dell'apparato digerente,2,3
2009-2017,87057,Malattie epatiche croniche,0,1
2009-2017,87057,Malattie del sistema osteomuscolare e del tessuto connettivo,0,2
2009-2017,87057,Malattie del sistema genitourinario,2,6
2009-2017,87057,Malattie del rene e dell'uretere,2,6
2009-2017,87057,Alcune condizioni che hanno origine nel periodo perinatale,1,1
2009-2017,87057,Malformazioni congenite e anormalità cromosomiche,1,0
2009-2017,87057,Malformazioni congenite del sistema nervoso,1,0
2009-2017,87057,"Sintomi, segni, risultati anomali e cause mal definite",11,12
2009-2017,87057,Cause esterne di traumatismo e avvelenamento,2,0
2009-2017,87057,Accidenti,1,0
2009-2017,87057,Accidenti di trasporto,1,0
2009-2017,87057,Suicidio e autolesione intenzionale,1,0
2009-2017,87058,Malattie infettive e parassitarie,2,0
2009-2017,87058,Tumore,43,36
2009-2017,87058,Tumori maligni,42,36
2009-2017,87058,"Tumori maligni delle labbra, cavità orale e faringe",1,2
2009-2017,87058,Tumori maligni dell'esofago,1,0
2009-2017,87058,Tumori maligni dello stomaco,1,2
2009-2017,87058,Tumori maligni del colon,4,6
2009-2017,87058,Tumori maligni del retto e dell'ano,2,0
2009-2017,87058,Tumori maligni del fegato e dei dotti biliari intraepatici,5,5
2009-2017,87058,Tumori maligni del pancreas,1,2
2009-2017,87058,Tumori maligni della laringe e della trachea/bronchi/polm.,11,4
2009-2017,87058,Tumori maligni della cute,1,0
2009-2017,87058,Tumori maligni del seno,0,6
2009-2017,87058,Tumori maligni di altre parti dell'utero,0,1
2009-2017,87058,Tumori maligni dell'ovaio,0,1
2009-2017,87058,Tumori maligni della prostata,7,0
2009-2017,87058,Tumori maligni del rene,1,0
2009-2017,87058,Tumori maligni della vescica,3,1
2009-2017,87058,Tumori maligni del tessuto linfatico/ematopoietico,3,3
2009-2017,87058,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,0,1
2009-2017,87058,"Malattie endocrine, nutrizionali e metaboliche",7,4
2009-2017,87058,Diabete mellito,6,3
2009-2017,87058,Disturbi psichici e comportamentali,1,1
2009-2017,87058,Malattie del sistema nervoso e degli organi di senso,3,2
2009-2017,87058,Malattie del sistema circolatorio,79,72
2009-2017,87058,Malattie ischemiche del cuore,20,8
2009-2017,87058,Altre malattie del cuore,6,6
2009-2017,87058,Malattie cerebrovascolari,35,36
2009-2017,87058,Malattie del sistema respiratorio,15,8
2009-2017,87058,Polmonite,1,0
2009-2017,87058,Malattie croniche delle basse vie respiratorie,10,5
2009-2017,87058,Asma,0,1
2009-2017,87058,Malattie dell'apparato digerente,6,5
2009-2017,87058,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,87058,Malattie epatiche croniche,3,2
2009-2017,87058,Malattie del sistema osteomuscolare e del tessuto connettivo,0,1
2009-2017,87058,Artrite reumatoide e osteoartrite,0,1
2009-2017,87058,Malattie del sistema genitourinario,2,2
2009-2017,87058,Malattie del rene e dell'uretere,1,2
2009-2017,87058,Alcune condizioni che hanno origine nel periodo perinatale,1,3
2009-2017,87058,"Sintomi, segni, risultati anomali e cause mal definite",2,2
2009-2017,87058,Cause esterne di traumatismo e avvelenamento,8,2
2009-2017,87058,Accidenti,6,2
2009-2017,87058,Accidenti di trasporto,3,0
2009-2017,87058,Cadute accidentali,2,2
2009-2017,87058,Suicidio e autolesione intenzionale,1,0
2009-2017,88001,Malattie infettive e parassitarie,1,1
2009-2017,88001,Epatite virale,1,0
2009-2017,88001,Tumore,97,52
2009-2017,88001,Tumori maligni,97,52
2009-2017,88001,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,88001,Tumori maligni dello stomaco,5,3
2009-2017,88001,Tumori maligni del colon,5,10
2009-2017,88001,Tumori maligni del retto e dell'ano,2,1
2009-2017,88001,Tumori maligni del fegato e dei dotti biliari intraepatici,4,4
2009-2017,88001,Tumori maligni del pancreas,2,2
2009-2017,88001,Tumori maligni della laringe e della trachea/bronchi/polm.,31,1
2009-2017,88001,Tumori maligni della cute,1,1
2009-2017,88001,Tumori maligni del seno,1,5
2009-2017,88001,Tumori maligni della cervice uterina,0,1
2009-2017,88001,Tumori maligni di altre parti dell'utero,0,5
2009-2017,88001,Tumori maligni dell'ovaio,0,5
2009-2017,88001,Tumori maligni della prostata,6,0
2009-2017,88001,Tumori maligni del rene,1,1
2009-2017,88001,Tumori maligni della vescica,10,2
2009-2017,88001,Tumori maligni del tessuto linfatico/ematopoietico,8,8
2009-2017,88001,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,3
2009-2017,88001,"Malattie endocrine, nutrizionali e metaboliche",10,20
2009-2017,88001,Diabete mellito,7,18
2009-2017,88001,Disturbi psichici e comportamentali,3,10
2009-2017,88001,Malattie del sistema nervoso e degli organi di senso,9,21
2009-2017,88001,Malattie del sistema circolatorio,98,120
2009-2017,88001,Malattie ischemiche del cuore,18,12
2009-2017,88001,Altre malattie del cuore,20,31
2009-2017,88001,Malattie cerebrovascolari,26,40
2009-2017,88001,Malattie del sistema respiratorio,21,12
2009-2017,88001,Polmonite,8,5
2009-2017,88001,Malattie croniche delle basse vie respiratorie,9,2
2009-2017,88001,Malattie dell'apparato digerente,6,10
2009-2017,88001,Malattie epatiche croniche,3,5
2009-2017,88001,Malattie della pelle e del tessuto sottocutaneo,0,2
2009-2017,88001,Malattie del sistema genitourinario,16,6
2009-2017,88001,Malattie del rene e dell'uretere,14,6
2009-2017,88001,Alcune condizioni che hanno origine nel periodo perinatale,3,3
2009-2017,88001,Malformazioni congenite e anormalità cromosomiche,2,0
2009-2017,88001,"Sintomi, segni, risultati anomali e cause mal definite",14,13
2009-2017,88001,Cause esterne di traumatismo e avvelenamento,19,6
2009-2017,88001,Accidenti,17,6
2009-2017,88001,Accidenti di trasporto,11,0
2009-2017,88001,Cadute accidentali,2,6
2009-2017,88001,Suicidio e autolesione intenzionale,2,0
2009-2017,88002,Malattie infettive e parassitarie,3,0
2009-2017,88002,Tumore,94,66
2009-2017,88002,Tumori maligni,93,63
2009-2017,88002,"Tumori maligni delle labbra, cavità orale e faringe",0,3
2009-2017,88002,Tumori maligni dell'esofago,0,1
2009-2017,88002,Tumori maligni dello stomaco,5,6
2009-2017,88002,Tumori maligni del colon,14,10
2009-2017,88002,Tumori maligni del retto e dell'ano,1,0
2009-2017,88002,Tumori maligni del fegato e dei dotti biliari intraepatici,2,0
2009-2017,88002,Tumori maligni del pancreas,6,2
2009-2017,88002,Tumori maligni della laringe e della trachea/bronchi/polm.,24,6
2009-2017,88002,Tumori maligni della cute,2,0
2009-2017,88002,Tumori maligni del seno,0,13
2009-2017,88002,Tumori maligni di altre parti dell'utero,0,5
2009-2017,88002,Tumori maligni dell'ovaio,0,3
2009-2017,88002,Tumori maligni della prostata,12,0
2009-2017,88002,Tumori maligni della vescica,8,1
2009-2017,88002,Tumori maligni del tessuto linfatico/ematopoietico,8,4
2009-2017,88002,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,4,6
2009-2017,88002,"Malattie endocrine, nutrizionali e metaboliche",15,27
2009-2017,88002,Diabete mellito,14,25
2009-2017,88002,Disturbi psichici e comportamentali,6,6
2009-2017,88002,Malattie del sistema nervoso e degli organi di senso,18,13
2009-2017,88002,Meningite (diverso da 03),0,1
2009-2017,88002,Malattie del sistema circolatorio,166,194
2009-2017,88002,Malattie ischemiche del cuore,37,19
2009-2017,88002,Altre malattie del cuore,38,42
2009-2017,88002,Malattie cerebrovascolari,47,67
2009-2017,88002,Malattie del sistema respiratorio,34,14
2009-2017,88002,Influenza,0,1
2009-2017,88002,Polmonite,6,5
2009-2017,88002,Malattie croniche delle basse vie respiratorie,14,4
2009-2017,88002,Malattie dell'apparato digerente,12,8
2009-2017,88002,Malattie epatiche croniche,4,0
2009-2017,88002,Malattie del sistema genitourinario,10,13
2009-2017,88002,Malattie del rene e dell'uretere,10,13
2009-2017,88002,Alcune condizioni che hanno origine nel periodo perinatale,1,3
2009-2017,88002,Malformazioni congenite e anormalità cromosomiche,0,1
2009-2017,88002,Malformazioni congenite del sistema nervoso,0,1
2009-2017,88002,"Sintomi, segni, risultati anomali e cause mal definite",13,25
2009-2017,88002,Cause sconosciute e non specificate,1,0
2009-2017,88002,Cause esterne di traumatismo e avvelenamento,25,9
2009-2017,88002,Accidenti,17,9
2009-2017,88002,Accidenti di trasporto,5,1
2009-2017,88002,Cadute accidentali,9,8
2009-2017,88002,Suicidio e autolesione intenzionale,8,0
2009-2017,88003,Malattie infettive e parassitarie,13,14
2009-2017,88003,Tubercolosi,1,0
2009-2017,88003,Epatite virale,8,10
2009-2017,88003,Tumore,358,283
2009-2017,88003,Tumori maligni,354,270
2009-2017,88003,"Tumori maligni delle labbra, cavità orale e faringe",6,4
2009-2017,88003,Tumori maligni dell'esofago,4,1
2009-2017,88003,Tumori maligni dello stomaco,13,14
2009-2017,88003,Tumori maligni del colon,34,31
2009-2017,88003,Tumori maligni del retto e dell'ano,9,6
2009-2017,88003,Tumori maligni del fegato e dei dotti biliari intraepatici,34,13
2009-2017,88003,Tumori maligni del pancreas,15,16
2009-2017,88003,Tumori maligni della laringe e della trachea/bronchi/polm.,103,33
2009-2017,88003,Tumori maligni della cute,3,4
2009-2017,88003,Tumori maligni del seno,0,52
2009-2017,88003,Tumori maligni della cervice uterina,0,3
2009-2017,88003,Tumori maligni di altre parti dell'utero,0,15
2009-2017,88003,Tumori maligni dell'ovaio,0,15
2009-2017,88003,Tumori maligni della prostata,41,0
2009-2017,88003,Tumori maligni del rene,1,1
2009-2017,88003,Tumori maligni della vescica,17,5
2009-2017,88003,Tumori maligni del tessuto linfatico/ematopoietico,31,29
2009-2017,88003,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,6,8
2009-2017,88003,"Malattie endocrine, nutrizionali e metaboliche",64,57
2009-2017,88003,Diabete mellito,64,51
2009-2017,88003,Disturbi psichici e comportamentali,12,9
2009-2017,88003,Abuso di alcool (compresa psicosi alcolica),2,0
2009-2017,88003,Malattie del sistema nervoso e degli organi di senso,36,58
2009-2017,88003,Malattie del sistema circolatorio,556,710
2009-2017,88003,Malattie ischemiche del cuore,133,119
2009-2017,88003,Altre malattie del cuore,101,113
2009-2017,88003,Malattie cerebrovascolari,141,217
2009-2017,88003,Malattie del sistema respiratorio,69,35
2009-2017,88003,Influenza,1,0
2009-2017,88003,Polmonite,19,15
2009-2017,88003,Malattie croniche delle basse vie respiratorie,45,15
2009-2017,88003,Malattie dell'apparato digerente,62,67
2009-2017,88003,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,88003,Malattie epatiche croniche,35,41
2009-2017,88003,Malattie della pelle e del tessuto sottocutaneo,3,0
2009-2017,88003,Malattie del sistema osteomuscolare e del tessuto connettivo,1,3
2009-2017,88003,Artrite reumatoide e osteoartrite,0,1
2009-2017,88003,Malattie del sistema genitourinario,25,23
2009-2017,88003,Malattie del rene e dell'uretere,24,23
2009-2017,88003,Alcune condizioni che hanno origine nel periodo perinatale,1,5
2009-2017,88003,Malformazioni congenite e anormalità cromosomiche,3,3
2009-2017,88003,Malformazioni congenite del sistema nervoso,3,1
2009-2017,88003,"Sintomi, segni, risultati anomali e cause mal definite",43,51
2009-2017,88003,Sindrome della morte improvvisa nell'infanzia,0,1
2009-2017,88003,Cause esterne di traumatismo e avvelenamento,53,39
2009-2017,88003,Accidenti,41,35
2009-2017,88003,Accidenti di trasporto,22,4
2009-2017,88003,Cadute accidentali,16,29
2009-2017,88003,Avvelenamento accidentale,0,1
2009-2017,88003,Suicidio e autolesione intenzionale,10,2
2009-2017,88003,"Omicidio, aggressione",1,2
2009-2017,88003,Eventi di intento indeterminato,1,0
2009-2017,88004,Malattie infettive e parassitarie,0,2
2009-2017,88004,Epatite virale,0,1
2009-2017,88004,Tumore,47,31
2009-2017,88004,Tumori maligni,46,30
2009-2017,88004,"Tumori maligni delle labbra, cavità orale e faringe",1,2
2009-2017,88004,Tumori maligni dell'esofago,1,0
2009-2017,88004,Tumori maligni dello stomaco,2,1
2009-2017,88004,Tumori maligni del colon,6,2
2009-2017,88004,Tumori maligni del retto e dell'ano,1,1
2009-2017,88004,Tumori maligni del fegato e dei dotti biliari intraepatici,3,1
2009-2017,88004,Tumori maligni del pancreas,3,3
2009-2017,88004,Tumori maligni della laringe e della trachea/bronchi/polm.,12,1
2009-2017,88004,Tumori maligni del seno,0,1
2009-2017,88004,Tumori maligni di altre parti dell'utero,0,1
2009-2017,88004,Tumori maligni dell'ovaio,0,5
2009-2017,88004,Tumori maligni della prostata,3,0
2009-2017,88004,Tumori maligni del rene,1,0
2009-2017,88004,Tumori maligni del tessuto linfatico/ematopoietico,6,1
2009-2017,88004,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,2,1
2009-2017,88004,"Malattie endocrine, nutrizionali e metaboliche",5,6
2009-2017,88004,Diabete mellito,5,4
2009-2017,88004,Disturbi psichici e comportamentali,4,11
2009-2017,88004,Malattie del sistema nervoso e degli organi di senso,1,6
2009-2017,88004,Malattie del sistema circolatorio,63,75
2009-2017,88004,Malattie ischemiche del cuore,13,12
2009-2017,88004,Altre malattie del cuore,18,25
2009-2017,88004,Malattie cerebrovascolari,10,16
2009-2017,88004,Malattie del sistema respiratorio,11,11
2009-2017,88004,Polmonite,6,3
2009-2017,88004,Malattie croniche delle basse vie respiratorie,3,5
2009-2017,88004,Malattie dell'apparato digerente,2,6
2009-2017,88004,Malattie epatiche croniche,0,2
2009-2017,88004,Malattie della pelle e del tessuto sottocutaneo,0,1
2009-2017,88004,Malattie del sistema genitourinario,1,4
2009-2017,88004,Malattie del rene e dell'uretere,1,4
2009-2017,88004,Alcune condizioni che hanno origine nel periodo perinatale,0,1
